coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Fri Mar 20 01:06:03 +0000 2020,,,https://www.nbcnews.com/politics/donald-trump/photo-trump-remarks-shows-corona-crossed-out-replaced-chinese-virus-n1164111,0,1240806776792068096,,,,en,,false,0,,,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",Photo of Trump remarks shows 'corona' crossed out and replaced with 'Chinese' virus https://t.co/VGYt7tin6p via @nbcnews,https://twitter.com/delta2768/status/1240806776792068096,Tue Jan 11 01:11:00 +0000 2011,delta2768,false,"Retired  #liar-n-Chief must be removed  #AnyoneButTrump #loves pets #BetsyDevos Bad For public Education, Living my best life as ""grammy""",68247,593,1435,40,,Delta2768,delta2768,103435,,,false
,Fri Mar 20 02:11:05 +0000 2020,,,,0,1240823145407426561,,,,en,,,25740,1240274922657677313,Chloelhaley,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Chloelhaley: Can everyone just stay at home please so that corona fucks off quickly and then we can carry on and enjoy our summer, fest…",https://twitter.com/MariahhLeee96/status/1240823145407426561,Tue Jan 24 01:58:30 +0000 2012,MariahhLeee96,false,Full of myself but still hungry • 6|16 • Prov 31:25 ♡,75138,924,531,2,"Cleveland, Ohio",Mariah,MariahhLeee96,49493,,http://Instagram.com/mariahhleee96,false
,Thu Mar 19 23:29:31 +0000 2020,,,,0,1240782483261665280,,,,en,,,90806,1240295805472452614,Biancaixvi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,https://twitter.com/jihane__b/status/1240782483261665280,Mon Dec 19 23:15:02 +0000 2011,jihane__b,false,,1266,456,76,3,,J,jihane__b,22351,,,false
,Fri Mar 20 01:22:02 +0000 2020,,,,0,1240810801583226880,,,,en,,,2338,1240805684356059136,RealJamesWoods,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @RealJamesWoods: In one tweet the three sources of this “truth” are China, the New York Times, and Elon Musk. So, okay, I guess everythi…",https://twitter.com/realsnoopbailey/status/1240810801583226880,Sun Jan 24 19:47:16 +0000 2010,realsnoopbailey,false,Veteran-Army Intel 👨‍✈️ I sell spirits & cars. Go Vols!🍊  Braves⚾  Steelers🏈 Drum a little (YouTube 👇) pronouns are MAGA/KAG,440135,6829,4139,29,"Knoxville, Boulder, Atlanta ",Snoop Bailey,realsnoopbailey,122643,,https://youtu.be/d2hcoR6AeOs,false
,Thu Mar 19 19:59:18 +0000 2020,,,,0,1240729580094271488,,,,en,,,70797,1240387230037876736,goodbeanaltalt,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @goodbeanaltalt: holy shit I hate every person in this video,https://twitter.com/ornella94457027/status/1240729580094271488,Wed May 30 01:47:53 +0000 2018,ornella94457027,false,Snap:ornella.babe Ig:ornella.babyyyy 20,32414,113,248,0,"Bronx, NY",pisces.excellence 🥶,ornella94457027,8531,,,false
,Thu Mar 19 20:12:53 +0000 2020,,,https://twitter.com/jabinbotsford/status/1240701140141879298,0,1240733001509507074,,,,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Love this President 💕 https://t.co/NNGsmp87JI,https://twitter.com/Linda_QAnon/status/1240733001509507074,Thu Nov 08 05:04:01 +0000 2018,Linda_QAnon,false,Proudly supporting President Trump. Follow me for Breaking News and honest reports.  #Trump2020 #GodBlessTrump #TrumpLandslide2020. #GreatAwakening,7128,455,451,0,"Washington, DC",Linda QAnon ⭐⭐⭐,Linda_QAnon,4692,,,false
,Fri Mar 20 00:42:30 +0000 2020,,,,0,1240800849477152789,,,,en,,,181370,1240334979701395458,Khydill,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,https://twitter.com/ZyliaMonet/status/1240800849477152789,Tue May 29 06:40:42 +0000 2012,ZyliaMonet,false,she/her 🏳️‍🌈| YouTuber 🎬 #MonetMafia,94240,1036,578,2,TX,Zy🎏➐,ZyliaMonet,20092,,https://www.youtube.com/c/ZyliaDraper,false
,Fri Mar 20 02:58:39 +0000 2020,,,,0,1240835115825205253,,,,en,,,35978,1240424226894614533,Stout97_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Stout97_: 2 weeks? it’s a fucking global pandemic not a hamstring strain.,https://twitter.com/kgunzzz_/status/1240835115825205253,Sat Apr 09 03:53:36 +0000 2011,kgunzzz_,false,choose wisely,5560,760,1001,1,massatwoshits,Ky,kgunzzz_,19972,,,false
,Thu Mar 19 21:32:17 +0000 2020,,,,0,1240752980619485184,,,,en,,,16511,1240706510302265344,daniela_florezz,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @daniela_florezz: This corona virus reminds me of my ex, tryna fuck with everyone",https://twitter.com/Plb_castro/status/1240752980619485184,Sat Nov 17 08:14:14 +0000 2012,Plb_castro,false,"“I will, I can, & I must.”🍅 2️⃣4️⃣💃🏻",5796,190,297,0,"Sinaloa, México",𝕐.🍥,Plb_castro,11520,,,false
,Fri Mar 20 03:14:31 +0000 2020,,,,0,1240839107141566465,,,,en,,,29384,1240371160078000128,CBSNews,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CBSNews: “If I get corona, I get corona. At the end of the day, I'm not gonna let it stop me from partying”: Spring breakers are still…",https://twitter.com/AyooNoel/status/1240839107141566465,Sat Jan 30 02:08:03 +0000 2010,AyooNoel,false,Never be afraid to dream -Lady Gaga Instagram/Snapchat: @AyooNoel,1295,347,70,5,"Dallas, TX",†,AyooNoel,9629,,https://www.facebook.com/Noel.Roman.Zepeda,false
,Thu Mar 19 20:42:44 +0000 2020,,,,0,1240740511184498693,,,,en,,,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",Cant say I know anybody who drank Corona before this outbreak so maybe it's just like pineapple pizzas,https://twitter.com/midd2009/status/1240740511184498693,Thu Oct 28 18:12:25 +0000 2010,midd2009,false,,3980,247,1411,12,,Fred,midd2009,12572,,,false
,Fri Mar 20 02:58:12 +0000 2020,,https://twitter.com/vantescunt/status/1230200567714209799/video/1,,0,1240834999798169600,,,,en,,false,739,1240814152882372611,JAYVERSACE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @JAYVERSACE: me leaving the white house with the corona cure  https://t.co/g6ohQjJ9J9,https://twitter.com/weesnurtl/status/1240834999798169600,Tue Nov 29 00:38:41 +0000 2016,weesnurtl,false,"with what, hot dog water?",24102,40,256,1,,thugtearz!,weesnurtl,5442,,,false
,Thu Mar 19 23:57:59 +0000 2020,,,,0,1240789648332533760,,,,en,,,1168,1240685653144174593,no_silenced,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @no_silenced: Corona Virus broke out in Wuhan China in November

What was our Government doing at that time.??

Impeaching our President…",https://twitter.com/Callsign_Qtip/status/1240789648332533760,Sun Nov 17 19:01:00 +0000 2013,Callsign_Qtip,false,USAF Retired TAC|ACC|AMC|AFSOC- Constitutional Conservative GOD-Family-Country-War Eagle #WWG1WGA #MAGAVeteran,21686,1922,2392,2,Conservative Deep South,🦅AirtoAir🇺🇸,Callsign_Qtip,6586,,,false
,Fri Mar 20 04:43:13 +0000 2020,,,,0,1240861429504380928,,,,en,,,222,1240702016847933440,ApostleLoyiso,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @ApostleLoyiso: If what Dr Zweli Mkhize is saying is anything to go by. It simply means, all along they were just misleading the public…",https://twitter.com/phakishomaja9/status/1240861429504380928,Fri Mar 11 12:35:43 +0000 2016,phakishomaja9,false,I am what I am.😁 Agriculture 🌽Student🎓 EFFSC 🇿🇦🏛🎓 University of mpumalanga🏛 Fighter✊❤🇿🇦 Land😁 Academic Excellence🖊 Mopedi❤ Seshegela🙃,4227,264,687,0,midrand ,Not.Mosiuoa.Lekota,phakishomaja9,1270,,,false
,Thu Mar 19 20:44:25 +0000 2020,,,https://twitter.com/CBSNews/status/1240371160078000128,0,1240740937074126864,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Fuckkkk it https://t.co/ndmu550cAb,https://twitter.com/reggiecarr54/status/1240740937074126864,Sat Aug 11 02:55:20 +0000 2012,reggiecarr54,false,Hold ya Head™ #UAB🐉🔥,1741,742,515,1,,Reggie Carr,reggiecarr54,3138,,,false
,Thu Mar 19 20:24:46 +0000 2020,,,,0,1240735990404308992,,,,en,,,282055,1240335912329977858,MakedaMorrison,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MakedaMorrison: Day 5: We have rediscovered farming,https://twitter.com/Psychedelicgigi/status/1240735990404308992,Tue Dec 20 15:16:31 +0000 2011,Psychedelicgigi,false,Hillæo! Please help clean our oceans!!  Please do your part if you care about saving our planet 🌎🌱🌊💙💚 #방탄소년단🥰💜,19759,435,229,2,,G🍌,Psychedelicgigi,18874,,,false
,Thu Mar 19 22:17:25 +0000 2020,,,,0,1240764340942315520,,,,en,,,33650,1240701140141879298,jabinbotsford,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @jabinbotsford: Close up of President @realDonaldTrump notes is seen where he crossed out ""Corona"" and replaced it with ""Chinese"" Virus…",https://twitter.com/drjwells/status/1240764340942315520,Wed Jun 03 19:16:07 +0000 2009,drjwells,false,"Aerospace engineer, curler, (board/video) gamer, husband & father. Ravenclaw.  Social Justice Cleric. He/Him",18971,196,519,11,"Toronto, ON",James Wells,drjwells,7241,,,false
,Thu Mar 19 20:17:57 +0000 2020,,,,0,1240734275718299648,,,,en,,,547,1240725312356392960,mitchellreports,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>","RT @mitchellreports: Photo from @realDonaldTrump briefing book today shows he crossed out ""corona"" to describe the virus and wrote in ""Chin…",https://twitter.com/robert_hove/status/1240734275718299648,Thu Aug 04 20:40:47 +0000 2016,robert_hove,false,"Photography, art, poetry, jazz, history, progressive politics. Norwegian-American. Michigander. #BlueTsunami2020 #VoteBlueNoMatterWho",310526,2919,3020,23,"Lansing, MI",Robert Hove,robert_hove,322830,,,false
,Fri Mar 20 00:03:10 +0000 2020,,,,0,1240790951943114752,,,,en,,,3169,1240605817558237186,harari_yuval,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @harari_yuval: The first coronavirus dictatorship

Netanyahu lost the elections. So under pretext of fighting corona, he has closed the…",https://twitter.com/raphaelmaia/status/1240790951943114752,Thu Dec 04 21:27:30 +0000 2008,raphaelmaia,false,"Designer, ilustrador. Criador de @toniefrancisco. Criador e roteirista da série animada Olguinha (FUNCULTURA). Cabeça pensante na @oriconteudo.",14143,947,272,39,"Recife, Brazil",Raphael Maia,raphaelmaia,31198,,http://Instagram.com/rphlmaia,false
,Thu Mar 19 20:46:44 +0000 2020,COVID19 CoronaVirusNigeria COVID19NIGERIA,,,0,1240741516332675097,,,,en,,,14,1240741056964157440,whatsupblog9ja,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @whatsupblog9ja: Chemist owners when they heard Chloroquine can cure corona virus 😂😂

#COVID19 #CoronaVirusNigeria #COVID19NIGERIA Italy…",https://twitter.com/Etoh_Kennedy/status/1240741516332675097,Tue Oct 26 13:21:52 +0000 2010,Etoh_Kennedy,false,"• DM for Ads💰 || Follow for follow Back💥
Adidas free 15% off code. DM",9366,4694,4976,3,,Sco•Pa•Tu•MaNa🇺🇲🇨🇭🔥⚡,Etoh_Kennedy,11574,,https://www.instagram.com/etohkenni/,false
,Thu Mar 19 21:12:09 +0000 2020,COVID19 TrumpPandemic Corona CoronaVirusUpdate,https://twitter.com/WeirdAngel16/status/1240747914890223616/photo/1,,1,1240747914890223616,WeirdAngel16,1240739842650181600,1063943870860460000,en,,false,0,,,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","Corona is really a war against flu..???

- 250,000 - 500,000 deaths pro year
- 50 billion costs pro year

Hope it is because other scenario's i totally don't like

#COVID19 #TrumpPandemic #Corona #CoronaVirusUpdate https://t.co/jL7gwgEO02",https://twitter.com/WeirdAngel16/status/1240747914890223616,Sat Nov 17 23:56:00 +0000 2018,WeirdAngel16,false,"the truth behind corona will reveal in days and weeks (5april2020). truth seeker, , hate manupilation unless for fairness and security for the general mass",3790,201,548,1,,WeirdAngel,WeirdAngel16,3227,,,false
,Thu Mar 19 21:24:12 +0000 2020,,,,0,1240750946579341321,,,,en,,,1157,1240717853487058944,andmichaelgreen,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @andmichaelgreen: My son heard dogs can’t catch the Corona virus...

And then heard there was a shortage of doctors...

And then casuall…",https://twitter.com/Lenz_frenzy/status/1240750946579341321,Mon Dec 19 23:12:24 +0000 2016,Lenz_frenzy,false,"just an artist who likes cartoons!
insta:lenz_frenzy",49159,86,383,2,Aperture laboratories,LenZ,Lenz_frenzy,2846,,,false
,Fri Mar 20 03:29:05 +0000 2020,,,,0,1240842771532894208,,,,en,,,181370,1240334979701395458,Khydill,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @_Dillionnn: When this Corona shit passes we have to promise each other that we’re going to tell our kids that we survived a zombie apoc…,https://twitter.com/JacklynJackoJac/status/1240842771532894208,Thu Nov 15 09:41:20 +0000 2012,JacklynJackoJac,false,We're all just clueless and it's okay,20449,309,337,1,,sokay,JacklynJackoJac,19922,,,false
,Fri Mar 20 03:48:59 +0000 2020,,,,0,1240847782765891584,,,,en,,,90806,1240295805472452614,Biancaixvi,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>",RT @Biancaixvi: Corona day 3: it just feels like Sunday again and...again,https://twitter.com/janasabiniano/status/1240847782765891584,Wed Apr 11 11:08:19 +0000 2018,janasabiniano,false,@cntreys,3183,794,943,0,sa tabi mo,#2,janasabiniano,5216,,,false
,Fri Mar 20 03:18:12 +0000 2020,,,,0,1240840033545805825,,,,en,,,282055,1240335912329977858,MakedaMorrison,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MakedaMorrison: Day 5: We have rediscovered farming,https://twitter.com/alfianwahhh/status/1240840033545805825,Wed Dec 25 06:13:07 +0000 2019,alfianwahhh,false,bioku ada isinya,17861,1580,1717,6,b,Alfian,alfianwahhh,11556,,,false
,Thu Mar 19 21:33:38 +0000 2020,,,,0,1240753319066374145,,,,en,,,282055,1240335912329977858,MakedaMorrison,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @MakedaMorrison: Day 5: We have rediscovered farming,https://twitter.com/MicaelSilva/status/1240753319066374145,Sat Apr 21 01:47:11 +0000 2007,MicaelSilva,false,Fui tentar sobreviver.,9774,6375,2243,297,"Americana, SP",Micael Silva,MicaelSilva,430997,,,false
,Fri Mar 20 04:00:42 +0000 2020,,,,0,1240850727594889219,,,,en,,,65562,1240666954958069768,Gordough_,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Gordough_: Corona Virus isn't real, the government just wants everyone inside for two weeks so they can change the batteries in the bir…",https://twitter.com/bayanna69/status/1240850727594889219,Mon Sep 24 22:53:22 +0000 2018,bayanna69,false,she/her • mizzou22 • the tetris game u keep losing,26692,158,373,0,"Missouri, USA",bay🦋,bayanna69,8795,,,false
,Thu Mar 19 22:21:17 +0000 2020,,,,0,1240765313982971904,,,,en,,,48071,1240438858132729868,bIondiewasabi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @bIondiewasabi: this man’s piss could stop corona,https://twitter.com/_lsdev/status/1240765313982971904,Mon Apr 11 05:53:27 +0000 2011,_lsdev,false,Designer & Engineer,19692,594,180,12,Tacoma Wa,Devayn Diamond,_lsdev,109391,,,false
,Fri Mar 20 03:15:15 +0000 2020,TrumpVirus,,https://twitter.com/ABC/status/1240721547133927426,0,1240839292878041090,,,,en,,false,0,,,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",Let’s make #TrumpVirus trend. https://t.co/1NtUSQb2me,https://twitter.com/uncbare/status/1240839292878041090,Sat Mar 28 02:52:48 +0000 2009,uncbare,false,Left of Center. UNC and ACC fan-atic. Dad to Jack Russells. Defender of animals. 33 1/3 and 45 RPM. Love wins. 🏳️‍🌈 #Bluewave2020,37161,860,2022,1,Stuck in the Middle With You,"This is all a bad dream, right?",uncbare,18093,,,false
,Thu Mar 19 23:51:37 +0000 2020,,,,0,1240788047312097282,,,,en,,,104812,1240620727306510342,CandiceBenbow,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @CandiceBenbow: This is Generation Z. 

I want to name that because folks love calling everybody 40 and under Millennials.

Millennials…",https://twitter.com/kcp904/status/1240788047312097282,Sun Jul 24 14:56:13 +0000 2016,kcp904,false,♌️✨,16727,128,250,0,"Florida, USA",Kaila Ciara.,kcp904,4838,,,false
,Thu Mar 19 20:08:05 +0000 2020,,,,0,1240731790781886467,,,,en,,,672,1240525517243256832,BruceEmond,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @BruceEmond: While people are dying everywhere, ayo, minum jamu.
You got lucky. Be grateful, be humble. 
Wondering kalau akal sehat kita…",https://twitter.com/GunGunG49169853/status/1240731790781886467,Thu Dec 13 14:52:02 +0000 2018,GunGunG49169853,false,,63840,1138,2703,0,,Soni Kamil,GunGunG49169853,48375,,,false
,Thu Mar 19 20:39:52 +0000 2020,,,,0,1240739790947049473,,,,en,,,1,1240738852861431808,airbus3thirty,"<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",RT @airbus3thirty: @KevinlyFather @realDonaldTrump And he crossed out Corona and wrote Chinese with his sharpie,https://twitter.com/joni_novotnak/status/1240739790947049473,Sat Feb 04 13:42:53 +0000 2017,joni_novotnak,false,"Formerly complacent & happy go lucky, now an educator, mom & activist. Past uninformed republican now involved with community, volunteerism & ethical politics.",40575,470,1663,1,,Joni Novotnak,joni_novotnak,35113,,,false
,Thu Mar 19 23:55:15 +0000 2020,,,,0,1240788959317327872,,,,en,,,27873,1240647292543262721,TheLifeOfNayy,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @TheLifeOfNayy: Y’all dirty mfs brought corona home from Miami &amp; now it’s increased by 88% in 48HRS ....,https://twitter.com/lrcyyy/status/1240788959317327872,Fri Apr 20 13:55:56 +0000 2012,lrcyyy,false,MD 📍,31796,2058,1447,6,,mamacita.,lrcyyy,55167,,,false
,Fri Mar 20 04:40:08 +0000 2020,,,,0,1240860655260798977,,,,en,,,27,1240849216768864257,ashokepandit,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @ashokepandit: 2. No data- Every hour a health bulletin keeps on coming and still they say no data. 

3. They criticise Modi and applaud…",https://twitter.com/satish_85/status/1240860655260798977,Thu Apr 07 07:19:01 +0000 2011,satish_85,false,I belive iam a relatively uncomplicated man who values trust and loyalty and expects the same in others..,78727,244,381,0,"Mumbai, India",Satish Pillai 🇮🇳,satish_85,44144,,,false
