coordinates,created_at,hashtags,media,urls,favorite_count,id,in_reply_to_screen_name,in_reply_to_status_id,in_reply_to_user_id,lang,place,possibly_sensitive,retweet_count,reweet_id,retweet_screen_name,source,text,tweet_url,user_created_at,user_screen_name,user_default_profile_image,user_description,user_favourites_count,user_followers_count,user_friends_count,user_listed_count,user_location,user_name,user_screen_name,user_statuses_count,user_time_zone,user_urls,user_verified
,Mon Mar 30 21:13:50 +0000 2020,,,,0,1244734605602816002,,,,en,,,634,1244673619533447170,MalickViews,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @MalickViews: Every Pakistani must support the Corona Tiger Force initiative and Govt must provide best resources to our young men and w…,https://twitter.com/Ghalti_Hogai/status/1244734605602816002,Tue May 07 15:51:51 +0000 2013,Ghalti_Hogai,false,"Master in Technical Textile, Cricket Pakistan, #PSL @Peshawar Zalmi",32513,316,926,1,"Baden-Württemberg, Germany",🇵🇰Shabbir007🇩🇪,Ghalti_Hogai,21469,,,false
,Mon Mar 30 16:34:42 +0000 2020,Corona MeghanMarkle,,,0,1244664357650300929,,,,en,,,5347,1244624535837646848,KTHopkins,"<a href=""https://mobile.twitter.com"" rel=""nofollow"">Twitter Web App</a>","RT @KTHopkins: Meghan Markle is very cross @realDonaldTrump will not pay for her security. 

Who even is this bitch #Corona? #MeghanMarkle…",https://twitter.com/factcheckers2/status/1244664357650300929,Thu May 11 18:51:17 +0000 2017,factcheckers2,true,"‘If the freedom of speech is taken away then dumb and silent we will be led like lambs to the slaughter’. George Washington.1783
Preserve western civilisation.",6385,113,170,0,,Missy England,factcheckers2,8524,,,false
,Mon Mar 30 22:33:29 +0000 2020,,,,0,1244754648503930882,,,,en,,,97,1244714908719202307,PakPMO,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>","RT @PakPMO: 2) the responsibilities of Corona Relief Tiger Force include delivering food &amp; essential commodities, awareness campaigns, iden…",https://twitter.com/KRazaSyed/status/1244754648503930882,Fri May 10 12:26:18 +0000 2013,KRazaSyed,false,‏‏‏‏‏‏‏‏‏‏‏‏A proud Pakistani | Social activist | ہم اہل جنوں اور جھکیں موت کے آگے |  ہم جب بھی مرے موت پر احسان کریں گے |,38172,3190,3164,1,"Ile-de-France, France",سید کاشف رضا,KRazaSyed,20913,,http://www.dujana.com,false
,Mon Mar 30 11:20:40 +0000 2020,,,,0,1244585328763076621,,,,en,,,218,1244575905462321152,Chymamusique,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",RT @Chymamusique: Looks like the SA police force is gonna be killing more people than the corona itself ! 2 killed so far,https://twitter.com/sirpaige_/status/1244585328763076621,Sun Feb 14 14:19:31 +0000 2016,sirpaige_,false,,11882,2201,1772,4,"Johannesburg, South Africa",&.,sirpaige_,15908,,,false
,Mon Mar 30 14:10:12 +0000 2020,,,http://ow.ly/I6mE30qtyJw,0,1244627993798086658,,,,en,,false,2,,,"<a href=""https://www.hootsuite.com"" rel=""nofollow"">Hootsuite Inc.</a>","""Abusing mass surveillance and restricting rights in ways that are not justified on public health ground will create damage to Russian society beyond the duration of the corona crisis"" - via @hrw  https://t.co/6OSHeSJE5O @Rachel_Denber @Dunja_Mijatovic",https://twitter.com/IFEX/status/1244627993798086658,Fri May 06 13:45:08 +0000 2011,IFEX,false,IFEX is a global network of organisations that promote and defend the right to freedom of expression and information. RTs ≠ endorsements. Email: info@ifex.org,7801,35690,1385,1055,,IFEX,IFEX,101179,,http://www.ifex.org,true
,Tue Mar 31 02:24:05 +0000 2020,,,https://twitter.com/anewposition/status/1244663685366321156,5,1244812680180965376,,,,en,,false,1,,,"<a href=""https://about.twitter.com/products/tweetdeck"" rel=""nofollow"">TweetDeck</a>",this was true even before corona https://t.co/boYWn9s5Od,https://twitter.com/piskooooo/status/1244812680180965376,Mon Feb 22 06:28:38 +0000 2010,piskooooo,false,just turn off my retweets,18703,583,274,21,Lordran,wwwwwongyoungfan,piskooooo,9537,,https://www.paypal.me/piskooooo,false
,Mon Mar 30 14:06:01 +0000 2020,,,,0,1244626941786849282,,,,en,,,217,1244455659900411909,Amer1Patriot,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @Amer1Patriot: Coronavirus Jailbreak: Eight Sex Offenders Freed in Cuomo's New York. So what’s the problem if these degenerates catch Co…,https://twitter.com/cococam41/status/1244626941786849282,Fri Jan 05 00:25:10 +0000 2018,cococam41,false,Conservative law abiding believe in God love dogs 🐶,32557,1074,555,1,"Florida, USA",cococam4,cococam41,134420,,,false
,Mon Mar 30 18:37:23 +0000 2020,,,,0,1244695232073076739,,,,en,,,4,1244501743687421953,drdanchoi,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @drdanchoi: I am rooting for them to succeed!

But when @realDonaldTrump says he “feels like” NY won’t need tens of thousands of ventila…",https://twitter.com/mphillips120/status/1244695232073076739,Thu Apr 21 20:09:50 +0000 2011,mphillips120,false,"Massage Therapist, Medical Massage Practitioner.        I like a genre of music and movies. Avid book reader. Art, and Sports.",4293,52,85,0,Tennessee,Melissa Phillips,mphillips120,3563,,,false
,Mon Mar 30 12:44:18 +0000 2020,,https://twitter.com/Khunnie0624/status/1244505713725980675/photo/1,,0,1244606378607443968,,,,en,,true,24422,1244505713725980675,Khunnie0624,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @Khunnie0624: Bye bye Corona.. 
.
.
.
Sincerely
2PM https://t.co/YQsvSqjeTk",https://twitter.com/aleegatyong/status/1244606378607443968,Tue Sep 11 15:20:37 +0000 2018,aleegatyong,false,national childbirth trust? nasyid culture technology? you decide. // @flaemingki,7808,56,241,0,to the world,↺ｐａｒ¹²⁷🥊,aleegatyong,28176,,,false
,Mon Mar 30 16:19:19 +0000 2020,,,,0,1244660488979361792,,,,en,,,22559,1244120540530515975,lauvpatino,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @lauvpatino: Corona took ur jobs and y’all was worried about the Mexicans 😂🤣,https://twitter.com/_JesseniaM/status/1244660488979361792,Mon Mar 26 03:22:47 +0000 2012,_JesseniaM,false,El suplicio de un papel lo ha convertido en fugitivo.,45351,498,187,3,Nochistlán,jessenia 💛,_JesseniaM,130400,,,false
